Accounting Date,Total Received,Item Payment Type,Stock Item Name,Event Name,Amount,masked_column
12/9/2023,0.0,Card Payment,,The Nutcracker Ballet,,49
12/9/2023,0.0,Card Payment,,The Nutcracker Ballet,,56
12/9/2023,0.0,Card Payment,,The Nutcracker Ballet,,50
12/9/2023,0.0,Card Payment,,The Nutcracker Ballet,,55
12/9/2023,0.0,Card Payment,,The Nutcracker Ballet,,58
12/9/2023,0.0,Card Payment,,The Rat Pack is Back!,,17
12/9/2023,0.0,Card Payment,,The Rat Pack is Back!,,20
12/9/2023,0.0,Card Payment,,The Rat Pack is Back!,,25
12/9/2023,0.0,Card Payment,,The Nutcracker Ballet,,46
12/9/2023,0.0,Card Payment,,The Nutcracker Ballet,,42
12/9/2023,0.0,Card Payment,,The Nutcracker Ballet,,52
12/9/2023,0.0,Card Payment,,The Nutcracker Ballet,,51
12/9/2023,0.0,Card Payment,,The Nutcracker Ballet,,33
12/9/2023,0.0,Card Payment,,The Nutcracker Ballet,,28
12/10/2023,0.0,Card Payment,,The Nutcracker Ballet,,46
12/10/2023,0.0,Card Payment,,The Nutcracker Ballet,,47
12/10/2023,0.0,Card Payment,,The Nutcracker Ballet,,48
12/10/2023,0.0,Card Payment,,The Nutcracker Ballet,,55
12/10/2023,0.0,Card Payment,,The Nutcracker Ballet,,45
12/10/2023,0.0,Card Payment,,Andrew Sleighter,,33
12/10/2023,0.0,Card Payment,,Andrew Sleighter,,29
12/10/2023,0.0,Card Payment,,Andrew Sleighter,,39
12/10/2023,0.0,Card Payment,,Andrew Sleighter,,40
12/10/2023,0.0,Card Payment,,Andrew Sleighter,,34
12/10/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,15
12/10/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,16
12/10/2023,0.0,Card Payment,,The Nutcracker Ballet,,58
12/10/2023,0.0,Card Payment,,The Nutcracker Ballet,,53
12/10/2023,0.0,Card Payment,,The Nutcracker Ballet,,47
12/10/2023,0.0,Card Payment,,The Nutcracker Ballet,,42
12/10/2023,0.0,Card Payment,,The Nutcracker Ballet,,45
12/10/2023,0.0,Card Payment,,The Nutcracker Ballet,,51
12/10/2023,0.0,Card Payment,,The Nutcracker Ballet,,47
12/10/2023,0.0,Card Payment,,International Guitar Night XXIV,,41
12/10/2023,0.0,Card Payment,,International Guitar Night XXIV,,38
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,45
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,45
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,58
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,55
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,47
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,43
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,39
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,57
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,50
12/11/2023,0.0,Gift Voucher Spend,,The Rat Pack is Back!,,21
12/11/2023,0.0,Gift Voucher Spend,,The Rat Pack is Back!,,20
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,36
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,59
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,53
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,52
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,50
12/11/2023,0.0,Card Payment,,Jeff Boyer's Big Bubble Bonanza,,13
12/11/2023,0.0,Card Payment,,Jeff Boyer's Big Bubble Bonanza,,12
12/11/2023,0.0,Card Payment,,Jeff Boyer's Big Bubble Bonanza,,9
12/11/2023,0.0,Card Payment,,Jeff Boyer's Big Bubble Bonanza,,7
12/11/2023,0.0,Card Payment,,Matt Johnson - Urban Deception,,51
12/11/2023,0.0,Card Payment,,Matt Johnson - Urban Deception,,53
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,50
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,52
12/11/2023,0.0,Card Payment,,Andrew Sleighter,,32
12/11/2023,0.0,Card Payment,,Andrew Sleighter,,19
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,52
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,54
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,41
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,53
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,38
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,40
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,35
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,37
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,44
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,51
12/11/2023,0.0,Card Payment,,The Nutcracker Ballet,,49
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,40
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,42
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,42
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,40
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,45
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,55
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,53
12/12/2023,0.0,Card Payment,,Andrew Sleighter,,36
12/12/2023,0.0,Card Payment,,Andrew Sleighter,,38
12/12/2023,0.0,Card Payment,,Andrew Sleighter,,21
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,56
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,55
12/12/2023,0.0,Card Payment,,Live2Lead Walla Walla,,45
12/12/2023,0.0,Card Payment,,Live2Lead Walla Walla,,44
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,47
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,55
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,43
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,52
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,42
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,45
12/12/2023,0.0,Card Payment,,The Rat Pack is Back!,,21
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,35
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,37
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,36
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,38
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,40
12/12/2023,0.0,No Payment,,The Nutcracker Ballet,,36
12/12/2023,0.0,No Payment,,The Nutcracker Ballet,,46
12/12/2023,0.0,No Payment,,The Nutcracker Ballet,,35
12/12/2023,0.0,No Payment,,The Nutcracker Ballet,,46
12/12/2023,0.0,No Payment,,The Nutcracker Ballet,,45
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,55
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,47
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,52
12/12/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,14
12/12/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,17
12/12/2023,0.0,No Payment,,The Nutcracker Ballet,,50
12/12/2023,0.0,Cash Payment,,The Nutcracker Ballet,,48
12/12/2023,0.0,Cash Payment,,The Nutcracker Ballet,,27
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,38
12/12/2023,0.0,Card Payment,,Andrew Sleighter,,32
12/12/2023,0.0,Card Payment,,Andrew Sleighter,,39
12/12/2023,0.0,Card Payment,,Andrew Sleighter,,34
12/12/2023,0.0,Card Payment,,Andrew Sleighter,,35
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,54
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,60
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,57
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,46
12/12/2023,0.0,Card Payment,,The Nutcracker Ballet,,41
12/12/2023,0.0,No Payment,,The Nutcracker Ballet,,0
12/12/2023,0.0,No Payment,,The Nutcracker Ballet,,0
12/12/2023,0.0,No Payment,,The Nutcracker Ballet,,0
12/12/2023,0.0,No Payment,,The Nutcracker Ballet,,0
12/12/2023,0.0,No Payment,,The Nutcracker Ballet,,0
12/12/2023,0.0,Cash Payment,,The Nutcracker Ballet,,0
12/12/2023,0.0,No Payment,,The Nutcracker Ballet,,0
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,55
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,52
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,45
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,39
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,54
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,53
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,52
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,55
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,49
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,51
12/13/2023,0.0,Card Payment,,The Rat Pack is Back!,,14
12/13/2023,0.0,Card Payment,,The Rat Pack is Back!,,20
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,54
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,49
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,48
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,45
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,56
12/13/2023,0.0,Card Payment,,Power House Movie: Film Geek,,16
12/13/2023,0.0,Card Payment,,Power House Movie: Film Geek,,17
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,42
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,50
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,39
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,39
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,38
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,29
12/13/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,17
12/13/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,13
12/13/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,12
12/13/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,11
12/13/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,10
12/13/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,11
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,43
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,47
12/13/2023,0.0,Card Payment,,The Nutcracker Ballet,,50
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,57
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,50
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,42
12/14/2023,0.0,Card Payment,,Jeff Boyer's Big Bubble Bonanza,,12
12/14/2023,0.0,Card Payment,,Jeff Boyer's Big Bubble Bonanza,,13
12/14/2023,0.0,Card Payment,,The Rat Pack is Back!,,24
12/14/2023,0.0,Card Payment,,The Rat Pack is Back!,,22
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,40
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,43
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,53
12/14/2023,0.0,Card Payment,,Andrew Sleighter,,37
12/14/2023,0.0,Card Payment,,Andrew Sleighter,,39
12/14/2023,0.0,Card Payment,,International Guitar Night XXIV,,45
12/14/2023,0.0,Card Payment,,International Guitar Night XXIV,,40
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,54
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,49
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,46
12/14/2023,0.0,Card Payment,,Andrew Sleighter,,20
12/14/2023,0.0,Card Payment,,Andrew Sleighter,,35
12/14/2023,0.0,Card Payment,,Andrew Sleighter,,17
12/14/2023,0.0,Card Payment,,Andrew Sleighter,,39
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,37
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,64
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,58
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,49
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,51
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,52
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,48
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,51
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,50
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,50
12/14/2023,0.0,Card Payment,,The Nutcracker Ballet,,51
12/14/2023,0.0,Account Credit,,The Nutcracker Ballet,,0
12/14/2023,0.0,Account Credit,,The Nutcracker Ballet,,0
12/15/2023,0.0,No Payment,,The Nutcracker Ballet,,0
12/15/2023,0.0,No Payment,,The Nutcracker Ballet,,0
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,49
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,56
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,49
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,52
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,57
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,40
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,41
12/15/2023,0.0,Card Payment,,International Guitar Night XXIV,,40
12/15/2023,0.0,Card Payment,,International Guitar Night XXIV,,45
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,49
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,57
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,50
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,46
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,54
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,30
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,22
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,15
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,41
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,39
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,36
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,48
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,48
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,50
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,44
12/15/2023,0.0,Card Payment,,Mike Birbiglia: Please Stop the Ride,,57
12/15/2023,0.0,No Payment,,The Nutcracker Ballet,,23
12/15/2023,0.0,No Payment,,The Nutcracker Ballet,,31
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,55
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,56
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,45
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,48
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,39
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,47
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,54
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,54
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,54
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,48
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,41
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,53
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,46
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,37
12/15/2023,0.0,Card Payment,,The Nutcracker Ballet,,29
12/16/2023,0.0,Card Payment,,International Guitar Night XXIV,,39
12/16/2023,0.0,Card Payment,,International Guitar Night XXIV,,39
12/16/2023,0.0,Card Payment,,International Guitar Night XXIV,,38
12/16/2023,0.0,Card Payment,,International Guitar Night XXIV,,38
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,48
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,44
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,47
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,60
12/16/2023,0.0,Card Payment,,International Guitar Night XXIV,,43
12/16/2023,0.0,Card Payment,,International Guitar Night XXIV,,44
12/16/2023,0.0,Card Payment,,International Guitar Night XXIV,,23
12/16/2023,0.0,Card Payment,,Imar,,42
12/16/2023,0.0,Card Payment,,Imar,,17
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,44
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,46
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,48
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,49
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,39
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,41
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,41
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,38
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,32
12/16/2023,0.0,Card Payment,,Andrew Sleighter,,32
12/16/2023,0.0,Card Payment,,Andrew Sleighter,,34
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,49
12/16/2023,0.0,No Payment,,The Nutcracker Ballet,,45
12/16/2023,0.0,No Payment,,The Nutcracker Ballet,,48
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,27
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,20
12/16/2023,0.0,Card Payment,,Matt Johnson - Urban Deception,,45
12/16/2023,0.0,Card Payment,,Matt Johnson - Urban Deception,,46
12/16/2023,0.0,Card Payment,,Matt Johnson - Urban Deception,,44
12/16/2023,0.0,Card Payment,,Matt Johnson - Urban Deception,,50
12/16/2023,0.0,Card Payment,,Matt Johnson - Urban Deception,,46
12/16/2023,0.0,Card Payment,,Matt Johnson - Urban Deception,,55
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,53
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,50
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,47
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,52
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,54
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,51
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,59
12/16/2023,0.0,Card Payment,,The Rat Pack is Back!,,21
12/16/2023,0.0,Card Payment,,The Rat Pack is Back!,,22
12/16/2023,0.0,Card Payment,,Andrew Sleighter,,36
12/16/2023,0.0,Card Payment,,Andrew Sleighter,,38
12/16/2023,0.0,Card Payment,,Andrew Sleighter,,33
12/16/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,10
12/16/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,11
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,42
12/16/2023,0.0,Cash Payment,,The Nutcracker Ballet,,53
12/16/2023,0.0,Card Payment,,Andrew Sleighter,,39
12/16/2023,0.0,Card Payment,,Andrew Sleighter,,31
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,46
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,52
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,47
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,67
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,53
12/16/2023,0.0,Card Payment,,The Nutcracker Ballet,,50
12/16/2023,0.0,No Payment,,The Nutcracker Ballet,,0
12/16/2023,0.0,No Payment,,The Nutcracker Ballet,,0
12/17/2023,0.0,Card Refund,,Andrew Sleighter,,0
12/17/2023,0.0,Card Refund,,Andrew Sleighter,,0
12/17/2023,0.0,Card Payment,,Andrew Sleighter,,29
12/17/2023,0.0,Card Payment,,Andrew Sleighter,,30
12/17/2023,0.0,Card Payment,,Andrew Sleighter,,40
12/17/2023,0.0,Card Payment,,Andrew Sleighter,,40
12/17/2023,0.0,Card Payment,,Andrew Sleighter,,36
12/17/2023,0.0,Card Payment,,Andrew Sleighter,,31
12/17/2023,0.0,Card Payment,,Andrew Sleighter,,37
12/17/2023,0.0,Card Payment,,The Nutcracker Ballet,,58
12/17/2023,0.0,Card Payment,,The Nutcracker Ballet,,57
12/17/2023,0.0,Card Payment,,Andrew Sleighter,,38
12/17/2023,0.0,Card Payment,,Andrew Sleighter,,40
12/17/2023,0.0,Card Payment,,International Guitar Night XXIV,,41
12/17/2023,0.0,Card Payment,,International Guitar Night XXIV,,43
12/17/2023,0.0,Card Payment,,International Guitar Night XXIV,,38
12/17/2023,0.0,Card Payment,,International Guitar Night XXIV,,42
12/17/2023,0.0,Card Payment,,The Nutcracker Ballet,,57
12/17/2023,0.0,Cash Payment,,The Nutcracker Ballet,,29
12/17/2023,0.0,Card Payment,,The Nutcracker Ballet,,46
12/17/2023,0.0,Card Payment,,The Nutcracker Ballet,,51
12/17/2023,0.0,Card Payment,,The Nutcracker Ballet,,49
12/17/2023,0.0,Card Payment,,Andrew Sleighter,,38
12/17/2023,0.0,Card Payment,,Andrew Sleighter,,34
12/17/2023,0.0,Card Payment,,International Guitar Night XXIV,,47
12/17/2023,0.0,Card Payment,,International Guitar Night XXIV,,35
12/17/2023,0.0,Card Payment,,Andrew Sleighter,,40
12/17/2023,0.0,Card Payment,,Andrew Sleighter,,33
12/17/2023,0.0,Card Payment,,Caesar Sings Nat King Cole,,37
12/17/2023,0.0,Card Payment,,Caesar Sings Nat King Cole,,47
12/17/2023,0.0,Card Payment,,Caesar Sings Nat King Cole,,44
12/18/2023,0.0,Card Payment,,One Noble Journey,,32
12/18/2023,0.0,Card Payment,,One Noble Journey,,30
12/18/2023,0.0,Card Payment,,Andrew Sleighter,,35
12/18/2023,0.0,Card Payment,,Andrew Sleighter,,39
12/18/2023,0.0,Card Payment,,Andrew Sleighter,,38
12/18/2023,0.0,Card Payment,,Andrew Sleighter,,36
12/18/2023,0.0,Card Payment,,Andrew Sleighter,,37
12/18/2023,0.0,Card Payment,,Andrew Sleighter,,35
12/18/2023,0.0,Card Payment,,Andrew Sleighter,,30
12/18/2023,0.0,Card Payment,,Andrew Sleighter,,31
12/19/2023,0.0,Card Payment,,Andrew Sleighter,,20
12/19/2023,0.0,Card Payment,,Andrew Sleighter,,35
12/19/2023,0.0,Card Payment,,Caesar Sings Nat King Cole,,49
12/19/2023,0.0,Card Payment,,Caesar Sings Nat King Cole,,49
12/19/2023,0.0,Card Payment,,Caesar Sings Nat King Cole,,48
12/19/2023,0.0,Card Payment,,Caesar Sings Nat King Cole,,44
12/19/2023,0.0,Card Payment,,Andrew Sleighter,,31
12/19/2023,0.0,Card Payment,,Andrew Sleighter,,37
12/19/2023,0.0,Card Payment,,International Guitar Night XXIV,,43
12/19/2023,0.0,Card Payment,,International Guitar Night XXIV,,31
12/19/2023,0.0,Card Payment,,Andrew Sleighter,,33
12/19/2023,0.0,Card Payment,,Andrew Sleighter,,33
12/19/2023,0.0,Card Payment,,Andrew Sleighter,,36
12/19/2023,0.0,Card Payment,,Andrew Sleighter,,33
12/19/2023,0.0,Card Payment,,Andrew Sleighter,,35
12/20/2023,0.0,Card Payment,,Andrew Sleighter,,35
12/20/2023,0.0,Card Payment,,Andrew Sleighter,,35
12/20/2023,0.0,Card Payment,,Andrew Sleighter,,19
12/20/2023,0.0,Card Payment,,Live2Lead Walla Walla,,46
12/20/2023,0.0,Card Payment,,Live2Lead Walla Walla,,44
12/20/2023,0.0,Card Payment,,Andrew Sleighter,,37
12/20/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,16
12/20/2023,0.0,Card Payment,,Live2Lead Walla Walla,,46
12/20/2023,0.0,Card Payment,,Imar,,41
12/20/2023,0.0,Card Payment,,Imar,,34
12/20/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,18
12/20/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,15
12/20/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,12
12/20/2023,0.0,Card Payment,,Power House Movie: Holy Frit,,16
12/20/2023,0.0,Card Payment,,Power House Movie: Holy Frit,,16
12/20/2023,0.0,Card Payment,,Andrew Sleighter,,36
12/20/2023,0.0,Card Payment,,Andrew Sleighter,,33
12/20/2023,0.0,Card Payment,,Power House Movie: Holy Frit,,15
12/20/2023,0.0,Card Payment,,Power House Movie: Holy Frit,,15
12/21/2023,0.0,Card Payment,,Andrew Sleighter,,34
12/21/2023,0.0,Card Payment,,Andrew Sleighter,,38
12/21/2023,0.0,Card Payment,,Andrew Sleighter,,36
12/21/2023,0.0,Card Payment,,Andrew Sleighter,,38
12/21/2023,0.0,Card Payment,,Andrew Sleighter,,35
12/21/2023,0.0,Card Payment,,Andrew Sleighter,,34
12/21/2023,0.0,Card Payment,,Andrew Sleighter,,31
12/21/2023,0.0,Card Payment,,Andrew Sleighter,,34
12/21/2023,0.0,Card Payment,,International Guitar Night XXIV,,27
12/21/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,15
12/21/2023,0.0,Card Payment,,Power House Movie: Holiday Shorts,,15
12/21/2023,0.0,Card Payment,,Power House Movie: Holy Frit,,16
12/21/2023,0.0,Card Payment,,Power House Movie: Holy Frit,,15
12/21/2023,0.0,Card Payment,,International Guitar Night XXIV,,42
12/21/2023,0.0,Card Payment,,International Guitar Night XXIV,,32
12/21/2023,0.0,Card Payment,,Caesar Sings Nat King Cole,,45
12/21/2023,0.0,Card Payment,,Caesar Sings Nat King Cole,,38
12/21/2023,0.0,Card Payment,,Andrew Sleighter,,31
12/21/2023,0.0,Card Payment,,Andrew Sleighter,,35
12/21/2023,0.0,Card Payment,,International Guitar Night XXIV,,46
12/22/2023,0.0,Card Payment,,Power House Movie: Holy Frit,,16
12/22/2023,0.0,Card Payment,,Power House Movie: Holy Frit,,16
12/22/2023,0.0,Card Payment,,Andrew Sleighter,,30
12/22/2023,0.0,Card Payment,,Andrew Sleighter,,28
12/22/2023,0.0,Card Payment,,Caesar Sings Nat King Cole,,43
12/22/2023,0.0,Card Payment,,Caesar Sings Nat King Cole,,47
12/22/2023,0.0,Card Payment,,International Guitar Night XXIV,,35
12/22/2023,0.0,Card Payment,,International Guitar Night XXIV,,43
12/22/2023,0.0,Card Payment,,Power House Movie: Holy Frit,,15
12/22/2023,0.0,Card Payment,,Power House Movie: Holy Frit,,17
12/23/2023,0.0,Card Payment,,Power House Movie: Holy Frit,,17
12/23/2023,0.0,Card Payment,,Power House Movie: Holy Frit,,13
12/23/2023,0.0,Card Payment,,International Guitar Night XXIV,,38
12/23/2023,0.0,Card Payment,,International Guitar Night XXIV,,37
12/23/2023,0.0,Card Payment,,International Guitar Night XXIV,,33
12/23/2023,0.0,Card Payment,,International Guitar Night XXIV,,36
12/23/2023,0.0,Card Payment,,International Guitar Night XXIV,,50
12/23/2023,0.0,Card Payment,,International Guitar Night XXIV,,43
12/23/2023,0.0,Card Payment,,Andrew Sleighter,,42
12/23/2023,0.0,Card Payment,,Andrew Sleighter,,38
12/23/2023,0.0,Card Payment,,International Guitar Night XXIV,,38
12/23/2023,0.0,Card Payment,,International Guitar Night XXIV,,39
12/23/2023,0.0,Card Payment,,International Guitar Night XXIV,,43
12/24/2023,0.0,Card Payment,,Andrew Sleighter,,37
12/24/2023,0.0,Card Payment,,Andrew Sleighter,,33
12/24/2023,0.0,Card Payment,,Andrew Sleighter,,30
